crew_change_id,plan_created_date,vessel_code,seafarer_id,rank,movement_type,origin_airport,connection_airport,destination_airport,number_of_connections,shortest_connection_minutes,scheduled_departure,scheduled_arrival,estimated_travel_cost_eur,joining_port,vessel_eta,reporting_deadline,port_transfer_minutes,port_agent_confirmed,vessel_eta_confidence,passport_country_code,passport_valid,visa_status,medical_valid,documents_verified,ticket_status,airport_delay_risk,weather_risk,route_complexity,arrival_buffer_minutes,risk_score,risk_level,risk_reasons,human_review_status,actual_outcome,actual_delay_minutes,crew_change_completed,additional_cost_eur,outcome_reason
CC-0062,2026-02-27,VSL-005,SEA-0031,Chief Officer,Joining,DEL,FRA,BRE,1,179.0,2026-03-16 06:45:00+00:00,2026-03-16 22:15:00+00:00,1622,DEBRV,2026-03-17 10:46:00+00:00,2026-03-17 04:46:00+00:00,75,True,High,IN,True,Verified,True,True,Reserved,Low,Low,Medium,316,15,Low,Arrival buffer between 4 and 8 hours: 316 minutes,Not reviewed,On time,0,True,0,No disruption
CC-0070,2026-02-27,VSL-016,SEA-0090,Able Seafarer,Joining,CMB,IST,BRU,1,151.0,2026-03-11 08:45:00+00:00,2026-03-12 04:15:00+00:00,809,BEANR,2026-03-12 17:36:00+00:00,2026-03-12 10:36:00+00:00,50,False,Medium,LK,True,Verified,True,True,Reserved,Medium,Low,Medium,331,33,Medium,Arrival buffer between 4 and 8 hours: 331 minutes; Airport historical delay indicator: Medium; Port agent transfer not confirmed,Not reviewed,Delayed but completed,201,True,75,Flight cancellation
CC-0026,2026-02-28,VSL-016,SEA-0003,Able Seafarer,Joining,DAC,IST,DXB,1,154.0,2026-03-27 08:45:00+00:00,2026-03-27 21:45:00+00:00,1471,AEDXB,2026-03-28 11:26:00+00:00,2026-03-28 04:26:00+00:00,45,True,High,BD,True,Verified,True,True,Ticketed,Medium,Low,Medium,356,23,Low,Arrival buffer between 4 and 8 hours: 356 minutes; Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0012,2026-03-02,VSL-008,SEA-0075,Bosun,Joining,DAC,IST,HAM,1,125.0,2026-03-12 02:00:00+00:00,2026-03-12 22:45:00+00:00,1461,DEHAM,2026-03-13 12:34:00+00:00,2026-03-13 09:34:00+00:00,45,True,Medium,BD,True,Manual specialist check,True,False,Ticketed,Medium,Low,Medium,604,33,Medium,Visa/document status: Manual specialist check; Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0111,2026-03-02,VSL-007,SEA-0058,Bosun,Joining,CGK,,AMS,0,,2026-04-03 21:15:00+00:00,2026-04-04 07:00:00+00:00,1305,NLRTM,2026-04-04 21:38:00+00:00,2026-04-04 17:38:00+00:00,75,True,High,ID,True,Verified,True,True,Ticketed,High,Low,Low,563,15,Low,Airport historical delay indicator: High,Not reviewed,On time,0,True,0,No disruption
CC-0086,2026-03-03,VSL-016,SEA-0067,Third Engineer,Joining,MNL,,DXB,0,,2026-03-19 18:45:00+00:00,2026-03-20 04:15:00+00:00,450,AEDXB,2026-03-20 22:01:00+00:00,2026-03-20 16:01:00+00:00,45,True,Medium,PH,True,Verified,True,True,Reserved,Medium,Low,Low,661,8,Low,Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0078,2026-03-04,VSL-006,SEA-0092,Able Seafarer,Joining,DEL,DXB,LCA,1,170.0,2026-04-08 20:00:00+00:00,2026-04-09 09:00:00+00:00,1353,CYLMS,2026-04-09 22:02:00+00:00,2026-04-09 19:02:00+00:00,50,False,Medium,IN,True,Potential issue,True,False,Reserved,Low,Medium,Medium,552,50,High,Visa/document status: Potential issue; Weather indicator: Medium; Port agent transfer not confirmed,Not reviewed,Failed crew change,985,False,3152,Flight delay
CC-0038,2026-03-05,VSL-003,SEA-0041,Chief Engineer,Joining,DEL,FRA,CPH,1,170.0,2026-03-18 17:45:00+00:00,2026-03-19 10:30:00+00:00,1341,DKCPH,2026-03-20 00:11:00+00:00,2026-03-19 18:11:00+00:00,30,True,High,IN,True,Pending verification,True,False,Not requested,Medium,Low,Medium,431,43,Medium,Arrival buffer between 4 and 8 hours: 431 minutes; Visa/document status: Pending verification; Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0008,2026-03-07,VSL-008,SEA-0001,Chief Officer,Joining,DEL,CDG,SIN,1,153.0,2026-04-11 03:15:00+00:00,2026-04-12 01:45:00+00:00,731,SGSIN,2026-04-12 16:38:00+00:00,2026-04-12 10:38:00+00:00,35,True,Medium,IN,True,Pending verification,True,False,Reserved,Low,Low,Medium,498,20,Low,Visa/document status: Pending verification,Not reviewed,On time,0,True,0,No disruption
CC-0075,2026-03-07,VSL-015,SEA-0078,Able Seafarer,Joining,CMB,DXB,AMS,1,177.0,2026-04-21 19:00:00+00:00,2026-04-22 17:45:00+00:00,1323,NLRTM,2026-04-23 04:50:00+00:00,2026-04-22 21:50:00+00:00,75,True,High,LK,True,Potential issue,True,False,Reserved,High,Low,Medium,170,75,High,Arrival buffer below 4 hours: 170 minutes; Visa/document status: Potential issue; Airport historical delay indicator: High,Not reviewed,On time,0,True,0,No disruption
CC-0044,2026-03-08,VSL-003,SEA-0079,Able Seafarer,Joining,CGK,IST,BRE,1,158.0,2026-04-02 07:30:00+00:00,2026-04-02 18:30:00+00:00,1440,DEBRV,2026-04-03 03:47:00+00:00,2026-04-03 02:47:00+00:00,75,True,Medium,ID,True,Verified,True,True,Reserved,Low,Low,Medium,422,15,Low,Arrival buffer between 4 and 8 hours: 422 minutes,Not reviewed,On time,0,True,0,No disruption
CC-0018,2026-03-09,VSL-009,SEA-0023,Bosun,Joining,DEL,,BRU,0,,2026-04-07 12:45:00+00:00,2026-04-07 22:15:00+00:00,578,BEANR,2026-04-08 06:46:00+00:00,2026-04-08 01:46:00+00:00,50,False,Low,IN,True,Verified,True,True,Quoted,Medium,Low,Low,161,43,Medium,Arrival buffer below 4 hours: 161 minutes; Airport historical delay indicator: Medium; Port agent transfer not confirmed,Not reviewed,On time,0,True,0,No disruption
CC-0129,2026-03-09,VSL-016,SEA-0074,Bosun,Joining,CGK,CDG,HAM,1,152.0,2026-03-22 20:45:00+00:00,2026-03-23 10:00:00+00:00,1212,DEHAM,2026-03-23 23:55:00+00:00,2026-03-23 21:55:00+00:00,45,True,High,ID,True,Verified,True,True,Reserved,Medium,Low,Medium,670,8,Low,Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0027,2026-03-12,VSL-004,SEA-0021,Cook,Joining,DEL,IST,OSL,1,52.0,2026-04-18 00:15:00+00:00,2026-04-18 11:30:00+00:00,1623,NOOSL,2026-04-18 20:54:00+00:00,2026-04-18 17:54:00+00:00,50,True,High,IN,True,Verified,True,True,Reserved,Low,Low,High,334,40,Medium,Tight connection: 52 minutes; Arrival buffer between 4 and 8 hours: 334 minutes,Not reviewed,On time,0,True,0,No disruption
CC-0091,2026-03-13,VSL-010,SEA-0042,Chief Engineer,Joining,CGK,,BRU,0,,2026-03-20 10:45:00+00:00,2026-03-20 20:30:00+00:00,754,BEANR,2026-03-21 03:32:00+00:00,2026-03-21 00:32:00+00:00,50,True,High,ID,True,Manual specialist check,True,False,Ticketed,Medium,High,Low,192,68,High,Arrival buffer below 4 hours: 192 minutes; Visa/document status: Manual specialist check; Airport historical delay indicator: Medium; Weather indicator: High,Not reviewed,Rebooked,668,True,916,Flight delay
CC-0089,2026-03-14,VSL-009,SEA-0079,Third Engineer,Joining,CGK,DOH,LCA,1,177.0,2026-04-10 06:30:00+00:00,2026-04-11 04:15:00+00:00,1690,CYLMS,2026-04-11 22:33:00+00:00,2026-04-11 15:33:00+00:00,50,True,Low,ID,True,Manual specialist check,True,False,Ticketed,Low,Low,Medium,628,25,Medium,Visa/document status: Manual specialist check,Not reviewed,On time,0,True,0,No disruption
CC-0132,2026-03-16,VSL-010,SEA-0054,Able Seafarer,Joining,DAC,DOH,OSL,1,91.0,2026-04-27 01:00:00+00:00,2026-04-27 19:15:00+00:00,854,NOOSL,2026-04-28 15:13:00+00:00,2026-04-28 10:13:00+00:00,50,True,High,BD,True,Pending verification,True,False,Reserved,Low,Low,Medium,848,20,Low,Visa/document status: Pending verification,Not reviewed,On time,0,True,0,No disruption
CC-0002,2026-03-18,VSL-013,SEA-0011,Electrician,Joining,DEL,DXB,HAM,1,116.0,2026-03-31 04:15:00+00:00,2026-03-31 20:15:00+00:00,1394,DEHAM,2026-04-01 07:04:00+00:00,2026-04-01 00:04:00+00:00,45,True,Medium,IN,True,Verified,True,True,Reserved,Medium,Low,Medium,184,33,Medium,Arrival buffer below 4 hours: 184 minutes; Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0001,2026-03-19,VSL-014,SEA-0029,Third Engineer,Joining,MNL,DOH,BRE,1,102.0,2026-03-28 02:00:00+00:00,2026-03-28 23:00:00+00:00,1185,DEBRV,2026-03-29 18:49:00+00:00,2026-03-29 11:49:00+00:00,75,True,High,PH,True,Verified,True,True,Ticketed,Low,Low,Medium,694,0,Low,No material risk factor identified under the prototype rules,Not reviewed,On time,0,True,0,No disruption
CC-0066,2026-03-20,VSL-013,SEA-0017,Bosun,Joining,MNL,FRA,DXB,1,61.0,2026-05-04 00:00:00+00:00,2026-05-04 19:45:00+00:00,899,AEDXB,2026-05-05 07:50:00+00:00,2026-05-05 02:50:00+00:00,45,True,Low,PH,True,Pending verification,True,False,Ticketed,Medium,Low,High,380,58,High,Short connection: 61 minutes; Arrival buffer between 4 and 8 hours: 380 minutes; Visa/document status: Pending verification; Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0100,2026-03-21,VSL-002,SEA-0001,Third Engineer,Joining,DAC,FRA,ATH,1,131.0,2026-04-19 23:45:00+00:00,2026-04-20 22:30:00+00:00,1547,GRPIR,2026-04-21 11:51:00+00:00,2026-04-21 08:51:00+00:00,60,True,Medium,BD,True,Verified,True,True,Ticketed,Medium,Medium,Medium,561,13,Low,Airport historical delay indicator: Medium; Weather indicator: Medium,Not reviewed,Delayed but completed,298,True,0,Severe weather
CC-0042,2026-03-24,VSL-015,SEA-0002,Able Seafarer,Joining,DAC,FRA,BRU,1,56.0,2026-05-01 18:45:00+00:00,2026-05-02 17:30:00+00:00,977,BEANR,2026-05-03 05:25:00+00:00,2026-05-03 02:25:00+00:00,50,False,High,BD,True,Manual specialist check,True,False,Quoted,Medium,Low,High,485,68,High,Tight connection: 56 minutes; Visa/document status: Manual specialist check; Airport historical delay indicator: Medium; Port agent transfer not confirmed,Not reviewed,On time,0,True,0,No disruption
CC-0097,2026-03-26,VSL-004,SEA-0023,Cook,Joining,MNL,FRA,HAM,1,53.0,2026-04-25 17:45:00+00:00,2026-04-26 07:00:00+00:00,1120,DEHAM,2026-04-27 05:19:00+00:00,2026-04-26 22:19:00+00:00,45,False,High,PH,True,Potential issue,True,False,Reserved,Medium,Low,High,874,78,High,Tight connection: 53 minutes; Visa/document status: Potential issue; Airport historical delay indicator: Medium; Port agent transfer not confirmed,Not reviewed,Failed crew change,1048,False,3108,Port transfer issue
CC-0036,2026-03-27,VSL-013,SEA-0035,Electrician,Joining,CMB,,BRU,0,,2026-04-13 15:15:00+00:00,2026-04-14 00:30:00+00:00,1255,BEANR,2026-04-14 05:03:00+00:00,2026-04-14 04:03:00+00:00,50,True,High,LK,True,Pending verification,True,False,Reserved,Medium,Low,Low,163,53,High,Arrival buffer below 4 hours: 163 minutes; Visa/document status: Pending verification; Airport historical delay indicator: Medium,Not reviewed,Failed crew change,1229,False,2819,Flight delay
CC-0071,2026-03-28,VSL-001,SEA-0081,Electrician,Joining,CMB,IST,LCA,1,49.0,2026-04-19 16:15:00+00:00,2026-04-20 06:00:00+00:00,1761,CYLMS,2026-04-20 15:13:00+00:00,2026-04-20 10:13:00+00:00,50,True,High,LK,True,Verified,True,True,Ticketed,Low,Low,High,203,50,High,Tight connection: 49 minutes; Arrival buffer below 4 hours: 203 minutes,Not reviewed,Rebooked,244,True,363,Flight delay
CC-0126,2026-03-28,VSL-016,SEA-0049,Second Engineer,Joining,CMB,,OSL,0,,2026-04-10 17:15:00+00:00,2026-04-11 05:15:00+00:00,720,NOOSL,2026-04-11 18:33:00+00:00,2026-04-11 13:33:00+00:00,50,True,High,LK,True,Verified,True,True,Ticketed,Low,Low,Low,448,15,Low,Arrival buffer between 4 and 8 hours: 448 minutes,Not reviewed,On time,0,True,0,No disruption
CC-0029,2026-03-31,VSL-009,SEA-0042,Able Seafarer,Joining,CMB,,ATH,0,,2026-05-10 07:45:00+00:00,2026-05-10 20:00:00+00:00,1045,GRPIR,2026-05-11 08:55:00+00:00,2026-05-11 05:55:00+00:00,60,True,Medium,LK,True,Manual specialist check,True,False,Ticketed,Medium,Low,Low,535,33,Medium,Visa/document status: Manual specialist check; Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0083,2026-03-31,VSL-002,SEA-0038,Cook,Joining,CMB,DXB,ATH,1,81.0,2026-04-30 16:30:00+00:00,2026-05-01 15:00:00+00:00,1236,GRPIR,2026-05-02 03:18:00+00:00,2026-05-02 00:18:00+00:00,60,True,Medium,LK,True,Verified,True,True,Reserved,Medium,Low,High,498,23,Low,Short connection: 81 minutes; Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0148,2026-03-31,VSL-005,SEA-0078,Chief Officer,Joining,DEL,DOH,DXB,1,175.0,2026-04-21 08:15:00+00:00,2026-04-22 06:45:00+00:00,1564,AEDXB,2026-04-22 18:44:00+00:00,2026-04-22 16:44:00+00:00,45,True,High,IN,True,Verified,True,True,Ticketed,Medium,Low,Medium,554,8,Low,Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0110,2026-04-01,VSL-004,SEA-0003,Able Seafarer,Joining,MNL,DOH,BRE,1,134.0,2026-04-30 13:30:00+00:00,2026-05-01 07:45:00+00:00,979,DEBRV,2026-05-02 03:23:00+00:00,2026-05-01 19:23:00+00:00,75,True,Medium,PH,True,Verified,True,True,Ticketed,Low,Low,Medium,623,0,Low,No material risk factor identified under the prototype rules,Not reviewed,On time,0,True,0,No disruption
CC-0060,2026-04-03,VSL-017,SEA-0072,Able Seafarer,Joining,MNL,,DXB,0,,2026-04-28 12:15:00+00:00,2026-04-29 01:30:00+00:00,703,AEDXB,2026-04-29 21:47:00+00:00,2026-04-29 16:47:00+00:00,45,True,Medium,PH,True,Verified,True,True,Ticketed,Medium,Low,Low,872,8,Low,Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0025,2026-04-03,VSL-005,SEA-0080,Electrician,Joining,DAC,IST,HAM,1,135.0,2026-04-27 23:45:00+00:00,2026-04-28 17:00:00+00:00,1148,DEHAM,2026-04-29 07:34:00+00:00,2026-04-29 03:34:00+00:00,45,True,Low,BD,True,Verified,True,True,Ticketed,Medium,Low,Medium,589,8,Low,Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0072,2026-04-05,VSL-002,SEA-0082,Second Engineer,Joining,BOM,CDG,AMS,1,135.0,2026-04-16 17:45:00+00:00,2026-04-17 06:45:00+00:00,869,NLRTM,2026-04-18 00:26:00+00:00,2026-04-17 18:26:00+00:00,75,True,High,IN,True,Manual specialist check,True,False,Ticketed,High,Low,Medium,626,40,Medium,Visa/document status: Manual specialist check; Airport historical delay indicator: High,Not reviewed,On time,0,True,0,No disruption
CC-0064,2026-04-05,VSL-011,SEA-0078,Third Engineer,Joining,BOM,IST,BRE,1,59.0,2026-05-11 14:30:00+00:00,2026-05-12 02:30:00+00:00,1872,DEBRV,2026-05-12 22:44:00+00:00,2026-05-12 15:44:00+00:00,75,True,High,IN,True,Verified,True,True,Ticketed,Low,High,High,719,35,Medium,Tight connection: 59 minutes; Weather indicator: High,Not reviewed,On time,0,True,0,No disruption
CC-0104,2026-04-07,VSL-014,SEA-0024,Bosun,Joining,MNL,,OSL,0,,2026-04-15 01:00:00+00:00,2026-04-15 10:45:00+00:00,1116,NOOSL,2026-04-16 08:17:00+00:00,2026-04-16 02:17:00+00:00,50,True,Medium,PH,True,Verified,True,True,Ticketed,Low,Medium,Low,882,5,Low,Weather indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0010,2026-04-07,VSL-018,SEA-0013,Chief Officer,Joining,CGK,IST,HAM,1,60.0,2026-05-18 04:30:00+00:00,2026-05-18 16:45:00+00:00,1633,DEHAM,2026-05-19 02:16:00+00:00,2026-05-18 22:16:00+00:00,45,True,Low,ID,True,Verified,True,True,Ticketed,Medium,Low,High,286,38,Medium,Short connection: 60 minutes; Arrival buffer between 4 and 8 hours: 286 minutes; Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0048,2026-04-08,VSL-013,SEA-0002,Chief Engineer,Joining,DAC,DXB,OSL,1,87.0,2026-04-19 21:45:00+00:00,2026-04-20 13:15:00+00:00,1407,NOOSL,2026-04-21 01:32:00+00:00,2026-04-20 17:32:00+00:00,50,False,High,BD,True,Verified,True,True,Quoted,Low,High,High,207,60,High,Short connection: 87 minutes; Arrival buffer below 4 hours: 207 minutes; Weather indicator: High; Port agent transfer not confirmed,Not reviewed,Rebooked,1046,True,1073,Flight delay
CC-0139,2026-04-08,VSL-018,SEA-0081,Second Officer,Joining,DAC,FRA,OSL,1,108.0,2026-04-23 03:45:00+00:00,2026-04-23 20:15:00+00:00,1648,NOOSL,2026-04-24 09:18:00+00:00,2026-04-24 06:18:00+00:00,50,True,High,BD,True,Verified,True,True,Ticketed,Low,Medium,Medium,553,5,Low,Weather indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0128,2026-04-08,VSL-005,SEA-0016,Cook,Joining,DAC,,BRU,0,,2026-05-15 04:45:00+00:00,2026-05-15 16:30:00+00:00,1134,BEANR,2026-05-16 08:36:00+00:00,2026-05-16 04:36:00+00:00,50,False,High,BD,True,Verified,True,True,Ticketed,Medium,Low,Low,676,18,Low,Airport historical delay indicator: Medium; Port agent transfer not confirmed,Not reviewed,On time,0,True,0,No disruption
CC-0053,2026-04-10,VSL-002,SEA-0094,Able Seafarer,Joining,BOM,,DXB,0,,2026-04-21 12:00:00+00:00,2026-04-21 20:45:00+00:00,909,AEDXB,2026-04-22 09:58:00+00:00,2026-04-22 07:58:00+00:00,45,True,Medium,IN,True,Verified,True,True,Ticketed,Medium,Medium,Low,628,13,Low,Airport historical delay indicator: Medium; Weather indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0016,2026-04-11,VSL-014,SEA-0080,Able Seafarer,Joining,DAC,,AMS,0,,2026-05-11 16:15:00+00:00,2026-05-12 02:30:00+00:00,912,NLRTM,2026-05-12 10:57:00+00:00,2026-05-12 05:57:00+00:00,75,False,Low,BD,True,Pending verification,True,False,Ticketed,High,Medium,Low,132,75,High,Arrival buffer below 4 hours: 132 minutes; Visa/document status: Pending verification; Airport historical delay indicator: High; Weather indicator: Medium; Port agent transfer not confirmed,Not reviewed,Failed crew change,1742,False,1321,Severe weather
CC-0122,2026-04-13,VSL-007,SEA-0058,Second Engineer,Joining,CGK,DXB,ATH,1,126.0,2026-05-27 22:30:00+00:00,2026-05-28 12:30:00+00:00,1047,GRPIR,2026-05-28 21:27:00+00:00,2026-05-28 18:27:00+00:00,60,True,High,ID,True,Verified,True,True,Reserved,Medium,Low,Medium,297,23,Low,Arrival buffer between 4 and 8 hours: 297 minutes; Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0076,2026-04-15,VSL-012,SEA-0047,Second Engineer,Joining,BOM,DXB,LCA,1,156.0,2026-04-23 07:00:00+00:00,2026-04-23 19:45:00+00:00,838,CYLMS,2026-04-24 07:17:00+00:00,2026-04-24 04:17:00+00:00,50,True,High,IN,True,Verified,True,True,Ticketed,Low,Low,Medium,462,15,Low,Arrival buffer between 4 and 8 hours: 462 minutes,Not reviewed,On time,0,True,0,No disruption
CC-0039,2026-04-15,VSL-008,SEA-0091,Second Officer,Joining,DAC,IST,ATH,1,163.0,2026-05-20 05:00:00+00:00,2026-05-20 19:30:00+00:00,788,GRPIR,2026-05-21 16:37:00+00:00,2026-05-21 08:37:00+00:00,60,True,High,BD,True,Pending verification,True,False,Ticketed,Medium,Low,Medium,727,28,Medium,Visa/document status: Pending verification; Airport historical delay indicator: Medium,Not reviewed,Rebooked,895,True,746,Flight delay
CC-0024,2026-04-16,VSL-014,SEA-0050,Cook,Joining,CGK,DXB,BRE,1,130.0,2026-05-02 01:00:00+00:00,2026-05-02 14:15:00+00:00,1106,DEBRV,2026-05-03 03:56:00+00:00,2026-05-02 20:56:00+00:00,75,True,High,ID,True,Verified,True,True,Reserved,Low,Low,Medium,326,15,Low,Arrival buffer between 4 and 8 hours: 326 minutes,Not reviewed,On time,0,True,0,No disruption
CC-0080,2026-04-16,VSL-002,SEA-0016,Electrician,Joining,DAC,,ATH,0,,2026-05-01 13:00:00+00:00,2026-05-01 23:45:00+00:00,682,GRPIR,2026-05-02 19:51:00+00:00,2026-05-02 13:51:00+00:00,60,True,High,BD,True,Pending verification,True,False,Ticketed,Medium,Medium,Low,786,33,Medium,Visa/document status: Pending verification; Airport historical delay indicator: Medium; Weather indicator: Medium,Not reviewed,On time,0,True,0,No disruption
